"code","error","x-global-transaction-id","usage__text_units","usage__text_characters","usage__features","language","keywords__text","keywords__sentiment__score","keywords__sentiment__label","keywords__relevance","keywords__emotion__sadness","keywords__emotion__joy","keywords__emotion__fear","keywords__emotion__disgust","keywords__emotion__anger"
"","","","1","108","1","en","lips watery","-0.699321","negative","0.983047","0.541905","0.17224","0.146895","0.148504","0.13396"
"400","not enough text provided for language detection","0e7fa6da5a72ce3a0ce15345","","","","","","","","","","","","",""
"","","","1","101","1","en","watery product","-0.737527","negative","0.934681","0.116873","0.190277","0.065047","0.137555","0.060107"
"400","not enough text provided for language detection","0e7fa6da5a72ce3a0ce15355","","","","","","","","","","","","",""
"","","","1","11","1","en","jelly gloss","0","neutral","0.930134","0.151545","0.1739","0.091372","0.077836","0.08686"
"","","","1","40","1","en","","","","","","","","",""
"","","","1","77","1","en","formula","-0.312855","negative","0.946374","0.126813","0.076943","0.1625","0.102165","0.422117"
"","","","1","55","1","en","watery texture","-0.733113","negative","0.944415","0.224874","0.289563","0.13023","0.10337","0.136835"
"","","","1","32","1","en","statement","-0.407578","negative","0.982047","0.125712","0.059365","0.03905","0.212235","0.059114"
"400","not enough text provided for language detection","0e7fa6da5a72ce3a0ce15385","","","","","","","","","","","","",""
"","","","1","14","1","en","","","","","","","","",""
"","","","1","76","1","en","bit","-0.386573","negative","0.923879","0.575881","0.111563","0.108607","0.170692","0.132683"
"","","","1","109","1","en","scientific invention","0","neutral","0.959806","0.370665","0.24921","0.078409","0.194065","0.160146"
"","","","1","41","1","en","","","","","","","","",""
"","","","1","92","1","en","lip gloss","-0.688266","negative","0.907211","0.205128","0.165096","0.224828","0.116647","0.113095"
"","","","1","154","1","en","words","0","neutral","0.940944","0.153478","0.330276","0.046938","0.203129","0.04376"
"","","","1","92","1","en","words kind","0.863549","positive","0.965743","0.024536","0.53716","0.041905","0.087017","0.088887"
"","","","1","43","1","en","description","-0.431133","negative","0.943097","0.083503","0.153044","0.083568","0.092743","0.021407"
"","","","1","39","1","en","allusion","-0.410158","negative","0.9456","0.478109","0.158201","0.062746","0.083521","0.118554"
"","","","1","48","1","en","way","0.58442","positive","0.924929","0.254509","0.331255","0.05745","0.114318","0.079735"
"","","","1","60","1","en","beads","0","neutral","0.994591","0.619972","0.079643","0.105477","0.167545","0.194498"
"","","","1","32","1","en","bit","-0.817208","negative","0.963091","0.117728","0.282522","0.35493","0.03952","0.075444"
"400","not enough text provided for language detection","0e7fa6da5a72ce3a0ce14b65","","","","","","","","","","","","",""
"400","not enough text provided for language detection","683fc2df5a72ce3a0bcea8a1","","","","","","","","","","","","",""
"","","","1","16","1","en","","","","","","","","",""
"","","","1","14","1","en","","","","","","","","",""
"","","","1","50","1","en","confusing way","-0.735788","negative","0.905071","0.488497","0.076171","0.420164","0.075163","0.167757"
"400","not enough text provided for language detection","683fc2df5a72ce3a0bcea7c1","","","","","","","","","","","","",""
"","","","1","170","1","en","long time","0.235412","positive","0.960605","0.523591","0.203201","0.111431","0.091986","0.081892"
"400","not enough text provided for language detection","683fc2df5a72ce3a0bcea851","","","","","","","","","","","","",""
"","","","1","26","1","en","","","","","","","","",""
"","","","1","39","1","en","length","-0.852822","negative","0.97847","0.507196","0.02614","0.122217","0.234809","0.289165"
"","","","1","37","1","en","shine watery result","0.963968","positive","0.922404","0.221993","0.58994","0.02648","0.008325","0.030132"
"400","not enough text provided for language detection","0e7fa6da5a72ce3b0ce149e5","","","","","","","","","","","","",""
"","","","1","44","1","en","","","","","","","","",""
"400","not enough text provided for language detection","683fc2df5a72ce3b007ad848","","","","","","","","","","","","",""
"","","","1","78","1","en","sensorial applicator","0.690852","positive","0.965958","0.157982","0.014879","0.042687","0.124199","0.643925"
"","","","1","27","1","en","watery idea","-0.78267","negative","0.90912","0.468349","0.177516","0.077599","0.075809","0.099831"
"400","not enough text provided for language detection","683fc2df5a72ce370cabe109","","","","","","","","","","","","",""
"","","","1","51","1","en","lip gloss","-0.225593","negative","0.984578","0.301775","0.220629","0.118423","0.189736","0.077153"
